Row,Tree,X,Y,pre_DBH,pre_HT,status
4,29,725402.75,4162690.25,0.0,0.0,Dead
4,30,725399.75,4162688.25,9.7,61.942075,Alive
4,31,725397.25,4162688.25,8.1,74.8,Alive
4,32,725396.75,4162685.75,8.1,77.1,Alive
4,33,725394.75,4162685.75,12.2,68.331775,Alive
4,34,725391.75,4162683.25,6.2,66.282847,Alive
4,35,725390.25,4162682.25,6.4,69.102763,Alive
4,36,725388.766749999,4162681.41674999,7.7,66.858448,Alive
4,37,725386.75,4162680.75,7.8,60.4664,Alive
4,38,725384.27225,4162678.4035,9.5,62.223128,Alive
4,39,725382.25,4162677.25,8.1,70.193528,Alive
4,40,725379.75,4162675.25,9.3,70.290928,Alive
4,41,725378.25,4162674.75,7.4,68.186848,Alive
4,42,725376.25,4162673.25,6.9,63.557983,Alive
4,43,725374.75,4162672.25,4.5,65.229632,Alive
4,44,725372.25,4162670.75,7.6,64.541375,Alive
4,45,725370.003999999,4162669.42524999,9.7,70.491007,Alive
4,46,725365.25,4162667.75,13.0,60.4664,Alive
5,1,725483.75,4162741.25,12.3,61.365887,Alive
5,2,725481.75,4162739.25,9.4,64.302568,Alive
5,3,725478.75,4162737.75,7.8,69.322207,Alive
5,4,725477.25,4162736.25,8.4,70.369552,Alive
5,5,725476.315749999,4162735.27925,9.0,69.102763,Alive
5,6,725473.75,4162734.75,5.8,66.671275,Alive
5,7,725471.25,4162732.25,9.1,66.671275,Alive
5,8,725467.75,4162730.25,10.0,68.864543,Alive
5,9,725466.75,4162729.25,10.1,67.5602,Alive
5,10,725464.75,4162727.75,7.7,61.070752,Alive
5,11,725462.25,4162725.75,10.5,67.5602,Alive
5,12,725459.25,4162724.25,8.5,67.218712,Alive
5,13,725457.75,4162723.25,7.8,69.704767,Alive
5,14,725455.75,4162721.75,9.7,70.491007,Alive
5,15,725454.25,4162720.75,9.9,72.0,Alive
5,16,725451.25,4162718.75,11.6,66.858448,Alive
5,17,725449.75,4162717.75,10.3,66.282847,Alive
5,18,725448.25,4162716.75,7.7,65.004907,Alive
5,19,725446.25,4162715.75,8.7,65.229632,Alive
5,20,725443.75,4162713.75,8.3,68.986,Alive
5,21,725441.25,4162712.75,5.9,66.671275,Alive
5,22,725438.75,4162710.75,6.8,65.875643,Alive
5,23,725432.25,4162706.75,8.7,68.738392,Alive
5,24,725429.25,4162704.75,10.3,70.4294,Alive
5,25,725423.25,4162701.25,9.5,58.540688,Alive
5,26,725419.75,4162698.75,10.1,67.040927,Alive
5,27,725416.75,4162696.75,7.6,70.290928,Alive
5,28,725413.75,4162694.75,4.1,63.3004,Alive
5,29,725410.25,4162692.75,9.6,65.004907,Alive
5,30,725408.25,4162690.75,7.5,70.137787,Alive
5,31,725405.75,4162688.75,9.3,65.875643,Alive
5,32,725402.25,4162686.75,11.8,65.004907,Alive
5,33,725400.75,4162685.75,8.9,68.186848,Alive
5,34,725399.25,4162684.25,6.3,68.331775,Alive
5,35,725397.959999999,4162683.796,7.6,66.671275,Alive
5,36,725395.75,4162683.25,6.8,68.864543,Alive
5,37,725393.75,4162680.75,9.4,68.607547,Alive
5,38,725391.75,4162679.75,7.8,73.5,Alive
5,39,725389.964249999,4162679.05899999,5.0,66.479408,Alive
5,40,725388.683749999,4162678.00149999,0.0,0.0,Dead
5,41,725387.532,4162676.921,0.0,0.0,Dead
5,42,725386.25,4162675.75,7.6,69.214832,Alive
5,43,725384.25,4162674.75,7.7,68.607547,Alive
5,44,725382.75,4162673.75,10.4,69.322207,Alive
5,45,725379.75,4162671.75,6.9,68.8,Alive
5,46,725376.75,4162669.75,9.6,70.137787,Alive
5,47,725374.75,4162669.25,6.6,66.081592,Alive
5,48,725373.25,4162667.75,6.8,65.665,Alive
5,49,725370.25,4162666.25,7.5,62.223128,Alive
5,50,725366.317999999,4162664.193,10.5,68.607547,Alive
5,51,725367.25,4162662.25,12.7,67.5602,Alive
6,1,725480.75,4162735.25,5.8,68.331775,Alive
6,2,725478.75,4162733.75,7.6,70.137787,Alive
6,3,725475.75,4162731.75,7.9,68.037227,Alive
6,4,725473.339249999,4162731.29275,0.0,0.0,Dead
6,5,725472.75,4162730.25,9.6,65.665,Alive
6,6,725471.25,4162728.75,9.2,64.541375,Alive
6,7,725470.25,4162727.75,0.0,0.0,Dead
6,8,725468.25,4162726.75,9.4,70.4294,Alive
6,9,725465.25,4162724.75,8.3,70.012223,Alive
6,10,725459.25,4162720.75,8.7,67.5602,Alive
6,11,725457.75,4162719.75,9.9,64.059067,Alive
6,12,725454.25,4162717.75,6.0,66.081592,Alive
6,13,725451.25,4162715.75,9.1,61.6,Alive
6,14,725449.75,4162715.25,10.4,60.157183,Alive
6,15,725447.030249999,4162712.8385,11.0,70.012223,Alive
6,16,725445.25,4162711.75,8.0,64.541375,Alive
6,17,725443.25,4162710.25,7.3,66.479408,Alive
6,18,725437.25,4162706.25,0.0,0.0,Dead
6,19,725434.25,4162704.25,11.5,57.4,Alive
6,20,725430.75,4162702.25,9.5,69.704767,Alive
6,21,725427.75,4162700.25,10.7,67.3,Alive
6,22,725424.25,4162698.25,8.0,65.449663,Alive
6,23,725421.75,4162696.25,7.9,70.401823,Alive
6,24,725418.75,4162694.75,7.8,70.137787,Alive
6,25,725415.25,4162692.25,6.8,68.037227,Alive
6,26,725412.75,4162690.75,6.9,65.875643,Alive
6,27,725409.75,4162687.75,8.0,66.9,Alive
6,28,725407.85475,4162686.7475,9.4,67.218712,Alive
6,29,725405.25,4162685.75,8.0,65.875643,Alive
6,30,725404.25,4162684.75,8.9,70.077352,Alive
6,31,725401.25,4162682.25,11.0,63.3,Alive
6,32,725398.375,4162680.75675,5.8,62.9,Alive
6,33,725396.75,4162679.25,13.1,65.229632,Alive
6,34,725395.25,4162678.75,7.5,65.449663,Alive
6,35,725393.623999999,4162677.74725,11.3,63.557983,Alive
6,36,725391.75,4162676.25,8.5,69.322207,Alive
6,37,725390.75,4162675.25,9.3,64.775488,Alive
6,38,725388.82675,4162674.757,8.0,69.102763,Alive
6,39,725387.885499999,4162673.57125,10.0,67.1,Alive
6,40,725385.75,4162672.75,10.5,67.723903,Alive
6,41,725384.25,4162671.75,10.4,70.012223,Alive
6,42,725382.75,4162670.75,11.7,69.704767,Alive
6,43,725381.25,4162669.75,7.5,62.771152,Alive
6,44,725379.25,4162668.75,7.4,66.858448,Alive
6,45,725378.25,4162667.25,10.2,68.186848,Alive
6,46,725376.85175,4162666.098,8.1,68.331775,Alive
6,47,725375.25,4162665.75,8.6,69.214832,Alive
6,48,725373.75,4162664.75,9.4,65.449663,Alive
6,49,725371.75,4162663.75,8.8,65.665,Alive
6,50,725369.25,4162663.25,6.5,68.738392,Alive
6,51,725368.25,4162659.75,8.8,67.882912,Alive
6,52,725364.75,4162659.75,7.2,66.671275,Alive
7,1,725484.75,4162734.25,8.0,74.6,Alive
7,2,725481.25,4162731.25,8.0,68.186848,Alive
7,3,725478.75,4162730.25,6.9,67.5602,Alive
7,4,725476.25,4162728.25,7.6,69.788672,Alive
7,5,725474.75,4162726.75,11.2,65.665,Alive
7,6,725472.75,4162726.25,8.3,66.858448,Alive
7,7,725469.75,4162724.25,6.7,68.864543,Alive
7,8,725467.067999999,4162722.49924999,10.0,66.858448,Alive
7,9,725465.25,4162720.75,7.7,64.541375,Alive
7,10,725462.25,4162719.25,11.9,64.541375,Alive
7,11,725460.75,4162718.25,7.7,66.282847,Alive
7,12,725455.712749999,4162716.88274999,6.0,60.0,Alive
7,13,725456.25,4162714.75,10.3,65.665,Alive
7,14,725453.25,4162713.25,9.7,64.541375,Alive
7,15,725451.4425,4162712.1675,9.3,60.770923,Alive
7,16,725449.75,4162711.25,9.6,62.771152,Alive
7,17,725447.25,4162708.75,6.4,64.541375,Alive
7,18,725442.25,4162705.75,8.4,69.9,Alive
7,19,725439.25,4162703.25,10.4,64.9,Alive
7,20,725435.75,4162701.75,7.4,66.671275,Alive
7,21,725432.75,4162699.25,7.9,68.607547,Alive
7,22,725429.75,4162697.25,6.2,63.3004,Alive
7,23,725423.25,4162693.75,12.0,65.665,Alive
7,24,725420.25,4162691.75,9.7,66.282847,Alive
7,25,725414.25,4162687.25,8.3,67.5602,Alive
7,26,725411.25,4162685.75,10.9,69.322207,Alive
7,27,725407.25,4162683.25,9.1,70.077352,Alive
7,28,725404.25,4162681.25,11.0,67.5602,Alive
7,29,725402.75,4162679.75,8.3,67.5602,Alive
7,30,725401.25,4162679.25,8.8,64.541375,Alive
7,31,725400.25,4162678.75,7.9,64.541375,Alive
7,32,725398.75,4162677.25,11.0,69.788672,Alive
7,33,725397.3305,4162676.10949999,9.6,69.322207,Alive
7,34,725394.75,4162675.25,9.4,66.671275,Alive
7,35,725393.75,4162674.25,7.3,68.864543,Alive
7,36,725391.75,4162672.75,9.8,67.5602,Alive
7,37,725388.75,4162671.25,7.7,62.771152,Alive
7,38,725387.217999999,4162670.2815,8.7,65.004907,Alive
7,39,725384.75,4162668.25,6.1,70.4294,Alive
7,40,725382.75,4162667.25,9.7,65.665,Alive
7,41,725379.25,4162665.75,8.7,69.704767,Alive
7,42,725378.25,4162664.25,10.4,69.9424,Alive
7,43,725376.6025,4162663.26899999,7.6,67.5602,Alive
7,44,725373.25,4162661.75,9.9,67.5602,Alive
7,45,725369.75,4162657.75,9.3,67.5602,Alive
7,46,725365.75,4162655.75,9.4,62.499487,Alive
8,1,725490.25,4162731.75,8.6,69.424888,Alive
8,2,725486.75,4162730.25,7.6,68.738392,Alive
8,3,725484.25,4162729.75,9.9,68.6,Alive
8,4,725482.75,4162728.75,7.0,70.137787,Alive
8,5,725479.75,4162726.25,8.5,66.282847,Alive
8,6,725477.75,4162725.25,8.1,68.186848,Alive
8,7,725473.75,4162722.75,7.9,70.012223,Alive
8,8,725470.25,4162720.75,8.2,70.244575,Alive
8,9,725467.75,4162718.75,8.4,68.986,Alive
8,10,725465.75,4162717.75,10.6,67.723903,Alive
8,11,725461.25,4162714.75,8.6,66.282847,Alive
8,12,725459.75,4162713.75,10.6,64.059067,Alive
8,13,725458.25,4162712.75,11.7,68.331775,Alive
8,14,725456.74675,4162711.63249999,7.4,69.214832,Alive
8,15,725454.75,4162710.75,8.9,69.214832,Alive
8,16,725453.75,4162709.75,10.2,75.7,Alive
8,17,725451.75,4162708.25,8.7,69.704767,Alive
8,18,725448.75,4162706.75,9.3,67.391803,Alive
8,19,725446.75,4162705.25,9.2,71.0,Alive
8,20,725443.75,4162703.25,9.7,65.665,Alive
8,21,725442.3995,4162703.23224999,8.0,70.452283,Alive
8,22,725440.25,4162701.25,10.9,64.302568,Alive
8,23,725437.25,4162699.25,8.0,60.4664,Alive
8,24,725434.75,4162697.25,8.2,61.070752,Alive
8,25,725428.25,4162693.25,9.1,68.037227,Alive
8,26,725425.25,4162691.25,7.6,65.229632,Alive
8,27,725421.75,4162689.25,9.8,66.479408,Alive
8,28,725418.75,4162687.25,10.2,68.186848,Alive
8,29,725416.25,4162684.75,6.8,68.607547,Alive
8,30,725413.25,4162682.75,11.1,65.665,Alive
8,31,725412.16425,4162682.98724999,8.9,68.331775,Alive
8,32,725410.25,4162681.75,10.7,65.875643,Alive
8,33,725408.25,4162680.75,8.6,62.499487,Alive
8,34,725404.25,4162677.75,7.9,63.557983,Alive
8,35,725401.75,4162675.25,10.3,66.858448,Alive
8,36,725399.75,4162674.25,10.9,69.867883,Alive
8,37,725397.25,4162672.75,11.0,68.037227,Alive
8,38,725395.25,4162671.25,8.8,63.810872,Alive
8,39,725392.25,4162669.25,9.1,69.867883,Alive
8,40,725387.75,4162666.25,6.7,71.9,Alive
8,41,725385.75,4162665.25,9.4,68.472008,Alive
8,42,725382.25,4162661.75,6.5,68.6,Alive
8,43,725376.75,4162659.75,8.0,65.665,Alive
8,44,725375.75,4162658.25,8.2,68.986,Alive
8,45,725372.75,4162656.75,5.5,69.616168,Alive
8,46,725366.079999999,4162654.22624999,9.0,70.4294,Alive
8,47,725366.97825,4162652.37825,9.9,69.867883,Alive
9,1,725484.25,4162726.25,8.6,65.004907,Alive
9,2,725482.25,4162725.25,9.1,65.004907,Alive
9,3,725480.97875,4162724.3585,9.9,69.522875,Alive
9,4,725478.75,4162721.75,7.5,66.858448,Alive
9,5,725476.75,4162721.25,8.4,67.723903,Alive
9,6,725475.319,4162720.51125,11.3,67.723903,Alive
9,7,725473.75,4162719.25,10.1,58.8,Alive
9,8,725472.25,4162718.25,9.6,68.472008,Alive
9,9,725468.75,4162716.25,7.8,71.2,Alive
9,10,725467.75,4162715.25,10.0,65.004907,Alive
9,11,725464.187999999,4162713.02699999,7.3,68.1,Alive
9,12,725462.75,4162712.25,12.3,65.449663,Alive
9,13,725461.75,4162711.25,11.0,62.771152,Alive
9,14,725459.135499999,4162708.96075,6.3,68.607547,Alive
9,15,725456.75,4162708.25,0.0,0.0,Dead
9,16,725452.25,4162705.25,8.8,67.218712,Alive
9,17,725450.25,4162704.25,8.5,67.391803,Alive
9,18,725448.302499999,4162702.8695,8.8,69.522875,Alive
9,19,725445.25,4162700.25,8.8,64.541375,Alive
9,20,725442.25,4162698.75,10.1,66.282847,Alive
9,21,725439.25,4162696.75,8.0,64.059067,Alive
9,22,725436.25,4162694.25,9.0,69.616168,Alive
9,23,725433.75,4162692.75,9.3,67.5602,Alive
9,24,725429.75,4162690.75,11.5,69.522875,Alive
9,25,725423.75,4162686.75,7.7,60.4664,Alive
9,26,725420.75,4162684.75,10.2,68.607547,Alive
9,27,725421.0995,4162683.19274999,9.1,69.102763,Alive
9,28,725415.25,4162680.25,8.7,65.665,Alive
9,29,725412.25,4162679.25,10.2,62.499487,Alive
9,30,725410.25,4162678.25,12.2,62.223128,Alive
9,31,725408.75,4162677.25,10.8,68.472008,Alive
9,32,725406.25,4162675.25,10.5,73.0,Alive
9,33,725404.75,4162674.25,7.3,67.8,Alive
9,34,725401.75,4162671.75,9.0,70.4294,Alive
9,35,725398.75,4162670.25,7.9,69.616168,Alive
9,36,725395.25,4162668.25,8.7,65.229632,Alive
9,37,725392.75,4162665.75,9.7,67.882912,Alive
9,38,725389.75,4162663.75,8.6,62.499487,Alive
9,39,725387.748249999,4162662.676,9.3,63.557983,Alive
9,40,725386.25,4162661.75,11.0,61.656328,Alive
9,41,725384.837249999,4162660.77149999,8.3,70.491007,Alive
9,42,725383.25,4162660.25,9.4,64.541375,Alive
9,43,725382.25,4162658.25,10.2,66.671275,Alive
9,44,725380.25,4162658.25,7.2,70.496288,Alive
9,45,725378.75,4162656.25,11.0,65.665,Alive
9,46,725373.4645,4162654.79525,8.9,63.810872,Alive
9,47,725374.25,4162653.25,10.8,63.3004,Alive
9,48,725371.25,4162651.75,9.3,68.738392,Alive
9,49,725368.25,4162649.75,9.5,67.040927,Alive
10,1,725489.25,4162727.25,7.8,65.229632,Alive
10,2,725487.75,4162724.75,8.7,70.4294,Alive
10,3,725484.75,4162722.75,9.2,70.137787,Alive
10,4,725481.25,4162720.75,10.5,67.040927,Alive
10,5,725478.75,4162718.75,9.2,65.229632,Alive
10,6,725476.75,4162717.25,0.0,0.0,Dead
10,7,725475.25,4162716.75,12.1,53.3,Alive
10,8,725473.75,4162715.25,6.7,62.499487,Alive
10,9,725470.54575,4162714.6855,10.5,65.875643,Alive
10,10,725469.25,4162712.25,8.4,65.449663,Alive
10,11,725467.25,4162711.75,9.5,70.4294,Alive
10,12,725465.498999999,4162710.5345,8.6,69.788672,Alive
10,13,725463.25,4162708.75,8.6,72.3,Alive
10,14,725461.25,4162707.75,7.5,67.882912,Alive
10,15,725459.75,4162706.75,8.0,69.867883,Alive
10,16,725456.75,4162704.75,11.7,64.775488,Alive
10,17,725454.75,4162703.25,0.0,0.0,Dead
10,18,725450.25,4162699.75,7.8,68.331775,Alive
10,19,725446.302499999,4162699.477,9.8,64.059067,Alive
10,20,725443.75,4162696.25,7.7,69.322207,Alive
10,21,725440.25,4162694.25,10.2,70.470472,Alive
10,22,725438.25,4162691.75,9.4,68.037227,Alive
10,23,725434.75,4162689.75,8.0,65.665,Alive
10,24,725431.25,4162688.25,10.4,67.391803,Alive
10,25,725428.75,4162686.25,6.7,68.186848,Alive
10,26,725425.25,4162684.25,6.7,69.102763,Alive
10,27,725422.25,4162681.75,8.3,65.665,Alive
10,28,725419.25,4162680.75,6.5,63.810872,Alive
10,29,725416.75,4162678.25,6.8,64.775488,Alive
10,30,725414.25,4162676.75,6.3,67.5602,Alive
10,31,725412.36825,4162675.669,6.5,67.5602,Alive
10,32,725410.75,4162674.25,8.2,68.7,Alive
10,33,725408.474,4162673.909,11.9,65.004907,Alive
10,34,725405.25,4162670.75,11.6,61.365887,Alive
10,35,725403.25,4162669.25,10.6,64.059067,Alive
10,36,725401.25,4162668.25,9.8,65.449663,Alive
10,37,725399.75,4162667.25,7.8,69.788672,Alive
10,38,725394.25,4162663.75,8.0,68.037227,Alive
10,39,725392.75,4162662.25,8.2,65.004907,Alive
10,40,725391.24525,4162661.35,7.2,78.6,Alive
10,41,725389.484,4162660.608,10.4,65.665,Alive
10,42,725388.25,4162659.25,11.8,64.059067,Alive
10,43,725386.25,4162658.25,10.0,69.424888,Alive
10,44,725383.616,4162656.5,6.8,68.331775,Alive
10,45,725382.25,4162655.25,7.7,72.3,Alive
10,46,725380.25,4162654.75,10.6,68.986,Alive
10,47,725378.75,4162653.25,9.5,66.479408,Alive
10,48,725369.657499999,4162648.61224999,10.4,69.704767,Alive
10,49,725370.25,4162647.25,8.5,64.775488,Alive
11,1,725491.25,4162723.75,9.6,65.004907,Alive
11,2,725489.458499999,4162722.34549999,9.6,65.665,Alive
11,3,725487.75,4162721.25,8.8,68.7,Alive
11,4,725486.3835,4162720.149,6.0,68.472008,Alive
11,5,725484.75,4162719.25,8.8,66.282847,Alive
11,6,725483.25,4162717.75,9.0,66.9,Alive
11,7,725480.25,4162716.25,8.0,69.704767,Alive
11,8,725477.25,4162714.25,10.1,63.3004,Alive
11,9,725475.25,4162712.75,7.2,70.492768,Alive
11,10,725473.95175,4162711.70374999,10.9,67.5602,Alive
11,11,725472.75,4162710.75,12.3,69.102763,Alive
11,12,725470.75,4162709.75,8.2,70.491007,Alive
11,13,725469.25,4162709.25,12.4,65.665,Alive
11,14,725466.25,4162707.25,10.5,69.322207,Alive
11,15,725464.75,4162706.25,5.1,65.004907,Alive
11,16,725462.75,4162704.75,10.0,76.0,Alive
11,17,725459.75,4162703.25,9.0,69.924203,Alive
11,18,725458.75,4162702.25,10.3,67.882912,Alive
11,19,725455.75,4162700.25,11.8,64.541375,Alive
11,20,725453.25,4162699.25,8.1,65.229632,Alive
11,21,725451.75,4162697.75,6.9,67.5602,Alive
11,22,725448.25,4162695.75,0.0,0.0,Dead
11,23,725445.75,4162693.75,9.0,70.077352,Alive
11,24,725442.25,4162691.75,9.5,65.449663,Alive
11,25,725436.25,4162687.25,7.7,69.1,Alive
11,26,725424.25,4162679.75,9.0,63.038123,Alive
